incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001518957,IBERIA,IBERIA,22/04/2021 07:46,,In Progress,CMS BRF+ table not appearing in ZDOC_BRF_UPDT transaction,FINANCE-SUPPORT-ELS,Delivery,Delivery,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,9,SIN IDENTIFICAR,
INC000001518910,IBERIA,IBERIA,22/04/2021 02:38,,Pending,[GLE001]SAP CFS - RE-FX module: Modification interest accrual GL account,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-26T00:00:00Z,SOFTWARE FAILURE,,9,NEO-MARTINEZ VILLERGAS 49,REPORTING Y CONSOLIDACIÓN (3YC000)
INC000001518896,IBERIA,IBERIA,21/04/2021 21:55,,Pending,Fallo en descargo de ibnow,Mobiles,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-23T00:00:00Z,TELEPHONY FAILURE,DEVICE,10,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001518852,IBERIA,IBERIA,21/04/2021 17:17,,Assigned,[NDCSUPPORT] Importe incompleto en cancelación antes de 24 horas pago DUAL mercado GB,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Media,https://transform.atlassian.net/browse/NDC-16090,MANTENIMIENTO IB.COM,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,SIN IDENTIFICAR,
INC000001518824,IBERIA,IBERIA,21/04/2021 22:38,,Assigned,Sincronizar contraseña del PC con la contraseña de dominio,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-22T00:00:00Z,ACCESS FAILURE,,10,EDIF.101 - HANGAR 3,MANTO. INTERIORES Y IFE (AMNLL0HB)
INC000001518801,IBERIA,IBERIA,21/04/2021 20:22,,Pending,N Problemas de conectividad: LLAMADAS ALEATORIAS SIN AUIDO,Fixed Telephony,Network Tower,Network Tower,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-27T00:00:00Z,COMMUNICATIONS FAILURE,,10,SIN IDENTIFICAR,
INC000001518778,IBERIA,IBERIA,21/04/2021 18:31,,Pending,equipo no arranca,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,DEFAULT,DEFAULT,10,TFS AEROPUERTO,POLIVALENCIA TFS PAX (AHALU0XZ)
INC000001518754,IAG CARGO,IAG GBS,21/04/2021 17:02,,Pending,[OPTIMA]Optima rejecting bookings due to JAVA.LONG.RuntimeException,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,4.28-[OPTIMA]-Chaser sent to AFLS 4.22-[OPTIMA]-INC20840278 raised at AFLS's end in SNOW,Mantenimiento Cargo,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,IAG GBS,
INC000001518748,IBERIA,IBERIA,21/04/2021 17:07,,Assigned,"BONO de COMPENSACION, que se queda constantemente como ERROR DE INTEGRACION",Soporte Externo Salesforce Service,Delivery,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001518715,IAG CARGO,IBERIA,21/04/2021 16:40,,Pending,[CARGO PORTAL] Error al enviar FHL 075-49382060 - Server error,CARGO-PORTAL,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR,
INC000001518698,IBERIA,IBERIA,21/04/2021 15:04,,Pending,[SEG010] Usuario fallo sincronía usuario tiene problemas de acceso,MOVILIDAD,Application Tower,Movilidad,Baja,,Mantenimiento Movilidad,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,PASSWORD,10,ALC AEROPUERTO,PRODUCCION RAMPA (AHAAS00R)
INC000001518678,IBERIA,IBERIA,21/04/2021 14:30,,Pending,[COM] PAYMENT [MX] Errores puntuales el pago en MX por causa ELAVON_E,MTO_TERCEROS,Application Tower,Ib.com,Baja,[IBIS] Medium priority incident raised with NetPlus for further investigation - REQ000001144984,MANTENIMIENTO IB.COM,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001518645,IBERIA,IBERIA,21/04/2021 16:50,,Pending,Fallo en Iberia Now,Mobiles,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001518643,IBERIA,IBERIA,21/04/2021 16:44,,Assigned,[NDCSUPPORT] Se devuelven 403 en las peticiones OfferPrice en determinada IP.,NDC - RESIBER ELS - GARANTIA,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,SIN IDENTIFICAR,
INC000001518604,IAG CARGO,IAG CARGO,21/04/2021 15:12,,Pending,Fallo Software:No puedo acceder a documento compartidos en teams,BA_ITSC NEW,Service Ops Tower,Service Ops Tower,Media,,Unidad Control del Servicio,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,,10,EDIF.112 - TALLERES GENERALES/,
INC000001518477,IBERIA,IBERIA,21/04/2021 11:02,,Assigned,[NDCSUPPORT] Errores de conexión en servicios de ancillaries.,RESIBERnet GARANTIA,Delivery,Delivery,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,SIN IDENTIFICAR,
INC000001518464,IBERIA,IBERIA,21/04/2021 10:36,,Pending,INC0192727 - DAT002: Unable to open the programme Tsclient,BA_ITSC NEW,Service Ops Tower,Service Ops Tower,Media,,Unidad Control del Servicio,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR,
INC000001518451,IBERIA,IBERIA,21/04/2021 10:18,,Assigned,Fallo Software:mensajes enviados desaparecidos en buzon,MICROSOFT OFFICE365,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,10,NEO-MARTINEZ VILLERGAS 49,RR.LL. PRODUCCIÓN (3H2000)
INC000001518431,IBERIA,IBERIA,21/04/2021 13:06,,Pending,Service Now Ticket INC0192728 - DAT002: TSClient does not open,BA_ITSC NEW,Service Ops Tower,Service Ops Tower,Media,,Unidad Control del Servicio,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR,
INC000001518419,IBERIA,IBERIA,21/04/2021 13:05,,Assigned,[SEG010] Usuario fallo sincronía,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-26T00:00:00Z,ACCESS FAILURE,PASSWORD,10,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),TMA PROD LINEA MAD (AMNLL0GC)
INC000001518381,IBERIA,IBERIA,21/04/2021 10:44,,Pending,INC0192736 - KRK - Iberia aplicación -G54 pais SAO TOME 2179481685 05490111,USCIBMAM,Application Tower,Cobol Domain,Baja,"Parece correcto segun datos y proceso actual, esperando conformidad o si es necesario investigación adicional.",Mantenimiento COBOL,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR,
INC000001518355,IBERIA,IBERIA,21/04/2021 09:26,,Assigned,Fallo Software: Error recepción CORREO,MICROSOFT OFFICE365,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),AIRFRAME SUPPORT (AMNLL0AS)
INC000001518234,IBERIA,IBERIA,21/04/2021 08:06,,Assigned,EF63.LPBRUTO file incorrect,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,,10,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001518162,IBERIA,IBERIA,20/04/2021 17:02,,Assigned,[NDCSUPPORT]Excepción no controlada en orderChange de inclusión de maletas,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-20T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,11,SIN IDENTIFICAR,
INC000001518157,IBERIA,IBERIA,20/04/2021 16:55,,Pending,[COM] PAYMENT | TRX de pago DECISION=KO pero REASON_CODE=OK – Finalización sin incidencias (RESIDUAL,AM_MTO_IBIS,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,11,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001518136,OTHERS,ACCENTURE,20/04/2021 18:37,,Assigned,[GLE001]SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Media,,Mantenimiento Financiero,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,,11,Madrid ACCENTURE,
INC000001518102,IBERIA,IBERIA,20/04/2021 16:10,,Assigned,[NDCSUPPORT]Error en intento de cancelación de reserva,SERVICIOSRESIBER,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,11,SIN IDENTIFICAR,
INC000001518049,IBERIA,IBERIA,20/04/2021 16:22,,In Progress,MFA Multifactor authentication - Ping ID:,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,2021-04-20T00:00:00Z,SOFTWARE FAILURE,,11,SIN IDENTIFICAR,
INC000001518044,OTHERS,IAG GBS,20/04/2021 16:10,,Pending,[GLE001] NF.00010 - new request,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,11,IAG GBS,
INC000001518033,IBERIA,IBERIA,20/04/2021 15:49,,Assigned,[NDCSUPPORT]Error al incluir ancillaries,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-20T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,11,SIN IDENTIFICAR,
INC000001518032,IBERIA,IBERIA,20/04/2021 15:47,,Assigned,[AVCD]Since last week I don't have access to the AVCD application,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,11,SIN IDENTIFICAR,
INC000001518012,IBERIA,IBERIA,20/04/2021 14:21,,Pending,Incidencia en impresora. NO agarra el papel de BAG TAGS.,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,PRINTING FAILURE,,11,SIN IDENTIFICAR,
INC000001518004,OTHERS,IAG GBS,20/04/2021 13:55,,Assigned,[GLE001]SAP CFS - OTC module:FW: Mar'21 invoices - AMEX CORPORATE CARD,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-20T00:00:00Z,SOFTWARE FAILURE,,11,IAG GBS,
INC000001517999,IBERIA,IBERIA,20/04/2021 13:19,,Assigned,wlperseol2 - Predictive Disk Fail,Data Center HW Support,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-20T00:00:00Z,HARDWARE FAILURE,,11,SIN IDENTIFICAR,
INC000001517992,IBERIA,IBERIA,20/04/2021 13:04,,Assigned,[COM046] NAME OF THE QUEUE EXCEED OF MESSAGES QUEUED CALL SUPPORT 24X7,MN_SUPPORT_GAR,Delivery,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,,11,SIN IDENTIFICAR,
INC000001517983,IBERIA,IBERIA,20/04/2021 12:34,,In Progress,[IB827] Error maletas de franquicia en tarjeta de embarque,AM_MTO_IBIS,Application Tower,Ib.com,Baja,"HI Team Could you please check why baggage is coming in .net but when it comes to IBIS, IBIS is making baggage as 0 ? KIbana Link: http://ibiskibana.corp.iberia.es/goto/b94a97aea7f93119c8b60b8381afd852 Thnaks",MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,11,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001517878,IBERIA,IBERIA,20/04/2021 09:38,,Pending,[ SIC023 ] Reclamación del fichero POINTSREVR,Aplicaciones BI,Application Tower,BI,Media,,Mantenimiento BI,INCIDENT,2021-04-30T00:00:00Z,PROCESS FAILURE,,11,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001517826,IBERIA,IBERIA,20/04/2021 04:55,,Pending,LINUX_sun - Parametro /MEMORY/MEMORY/MEMAppUsablePerc esta en WARNING. Valor: 9.99,WCS-ADMIN-SUPPORT,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-25T00:00:00Z,PERFORMANCE ISSUE,,11,SIN IDENTIFICAR,
INC000001517756,IBERIA,IBERIA,19/04/2021 18:45,,Assigned,[SEG010] Usuario fallo sincronía,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,[OIM} Password is reset and shared to user. Awaiting user confirmation. Thank U,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-20T00:00:00Z,ACCESS FAILURE,PASSWORD,12,SIN IDENTIFICAR,
INC000001517751,IBERIA,IBERIA,19/04/2021 18:27,,In Progress,Pulse Secure Failed,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,,12,SIN IDENTIFICAR,
INC000001517703,IBERIA,IBERIA,20/04/2021 07:11,,Pending,Fallo Software:Pantalla Nureva instalada en el Aula Presencial 3 CIM,IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-27T00:00:00Z,SOFTWARE FAILURE,,11,TALLER MOTORES,MANTENIMIENTO (AM0000)
INC000001517551,IBERIA,IBERIA,19/04/2021 17:01,,Assigned,LINUX_sun - In ibclogec5.ib - kibana process is down. Triage and callout gar_front_ibis_wcs.(Callout,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-19T00:00:00Z,PERFORMANCE ISSUE,,12,SIN IDENTIFICAR,
INC000001517479,IAG CARGO,IAG CARGO,19/04/2021 13:53,,Assigned,[CARGO PORTAL] LHR - IAG Cargo.com - social share buttons not working on website press pages INC0191,CARGO-PORTAL-CMS,Application Tower,CARGO,Baja,SNOW Ticket - INC0191363 The issue is related to front page of IAGPORTAL. Support by CMS team,Mantenimiento Cargo,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,,12,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001517451,IAG CARGO,IAG CARGO,19/04/2021 13:05,,Pending,[AVCD] Delay in manifest data into B_IAGC_MASTER_MANIFEST,CARGO-AVCD,Application Tower,CARGO,Baja,,Mantenimiento Cargo,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,,12,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001517421,IBERIA,IBERIA,19/04/2021 16:02,,Assigned,Usuario Iberia Deshabilitado - Cambio de dominio a delegaciones.,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-19T00:00:00Z,ACCESS FAILURE,,12,AGP AEROPUERTO,COORDINACION CONTROL AGP (AHARS0C0)
INC000001517375,IAG CARGO,IAG GBS,19/04/2021 13:45,,Pending,[OPTIMA] INC0191394 LHR-Optima ST is not generating the correct hurdles/minimum collars for FRALHR.,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,4.28-[OPTIMA]-new example shared with AFLS 4.26-[OPTIMA]-updates from AFLS have been shared with the user 4.20-[OPTIMA]-INC20815288 raised at AFLS's end,Mantenimiento Cargo,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,12,IAG GBS,
INC000001517368,IBERIA,IBERIA,19/04/2021 13:10,,Pending,[IMM001] Errores en el log de carga CT_C100821,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Baja,,Mantenimiento Dir. Técnica,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,12,TALLER MOTORES,GESTIÓN PROV&COMPRAS ESTR (AMRF00)
INC000001517367,IBERIA,IBERIA,19/04/2021 13:23,,Assigned,Sincronizar contraseña del PC con la contraseña de dominio,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-19T00:00:00Z,ACCESS FAILURE,,12,TALLER MOTORES,PLASMA SPRAY (AMITP0BD)
INC000001517364,IBERIA,IBERIA,19/04/2021 13:20,,Pending,Incidencia: no hay datos para FLOWN REVENUE,Aplicaciones BI,Application Tower,BI,Media,Pendiente de valoración mejora en el proceso de QW de Flown Revenue.,Mantenimiento BI,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,,12,NEO-MARTINEZ VILLERGAS 49,BI & DATA GOVERNANCE (1T0021)
INC000001517354,IBERIA,IBERIA,19/04/2021 12:41,,Assigned,[NDCSUPPORT]Errores de conexión tipo contents_error,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-16103,MANTENIMIENTO IB.COM,INCIDENT,2021-04-23T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,12,SIN IDENTIFICAR,
INC000001517335,IBERIA,IBERIA,19/04/2021 12:15,,Assigned,[BONOS] | Anulación incorrecta de importes inferiores a unidades monetarias: 1€/1$/1libra…,Digital Business,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-23T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,12,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001517317,IBERIA,IBERIA,19/04/2021 11:41,,Pending,DWR005:Error OBI - Ausencias,Aplicaciones BI,Application Tower,BI,Media,Pendiente alta de BU por PeobpleSoft,Mantenimiento BI,INCIDENT,2021-04-27T00:00:00Z,SOFTWARE FAILURE,,12,NEO-MARTINEZ VILLERGAS 49,GESTIÓN DE RRHH (3HY000)
INC000001517314,IBERIA,IBERIA,19/04/2021 11:49,,Pending,[COM] CKI | En reservas de Grupo no permite hacer CKI a pax con mismo apellido.,AM_MTO_IBCOM,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,12,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001517192,IBERIA,IBERIA,19/04/2021 10:19,,Assigned,[SEG010] Usuario fallo sincronía en el sistema.,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,PASSWORD,12,SIN IDENTIFICAR,
INC000001517184,IBERIA,IBERIA,19/04/2021 10:26,,Pending,Fallo Software:INCIDENCIA NO FUNCIONA TECLADO PORTATIL,IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,12,TALLER MOTORES,IBECA (AM1200)
INC000001517161,IBERIA,IBERIA,19/04/2021 09:26,,Assigned,[SEG010] equipo no reconoce contraseñas y red en oficina,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,PASSWORD,12,NEO-MARTINEZ VILLERGAS 49,OPERACIONES TIERRA APT IN (APSC00)
INC000001517088,IBERIA,IBERIA,19/04/2021 08:26,,Pending,OBI: Remarks siguen fallando,Aplicaciones BI,Application Tower,BI,Baja,Pendiente de subida de código mediante CRQ,Mantenimiento BI,INCIDENT,2021-04-22T00:00:00Z,ACCESS FAILURE,,12,NEO-MARTINEZ VILLERGAS 49,ANALISIS OPER Y VIG & GES (APP005)
INC000001517053,IBERIA,IBERIA,19/04/2021 04:09,,Pending,Fallo IBTEXT // TELEX,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,12,SIN IDENTIFICAR (PANAMA),C.AMERICA/PANAMA/RCL (ALSAAAPE)
INC000001517017,IBERIA,IBERIA,19/04/2021 07:18,,Assigned,Fallo Software:no se refresca onedrive en mi equipo,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,12,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),INSPECTORES ALEATORIOS HM (AM70HYAL)
INC000001516986,OTHERS,AVIOS,19/04/2021 05:44,,In Progress,MFA Multifactor authentication - Ping ID: Desemparejamiento,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,2021-04-20T00:00:00Z,SOFTWARE FAILURE,,12,Madrid,
INC000001516834,IBERIA,IBERIA,17/04/2021 17:44,,Assigned,IMPRESORA DE ETIQUETAS DE EQUIPAJES CON LINK DOWN,AIRPORT2,Application Tower,Aeropuertos,Media,,Mantenimiento Aeropuertos,INCIDENT,2021-04-30T00:00:00Z,PRINTING FAILURE,,14,MLN AEROPUERTO,POLIVALENCIA MELILLA PAX (AHARN0XZ)
INC000001516730,IBERIA,IBERIA,17/04/2021 23:15,,Assigned,Teléfono averiado.,Comunicaciones América,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-19T00:00:00Z,TELEPHONY FAILURE,,14,SIN IDENTIFICAR,
INC000001516716,IBERIA EXPRESS,IBERIA EXPRESS,17/04/2021 14:10,,Assigned,[SEG010] Usuario fallo sincronía,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-21T00:00:00Z,ACCESS FAILURE,PASSWORD,14,SIN IDENTIFICAR,
INC000001516518,IAG CARGO,IAG CARGO,16/04/2021 16:25,,Pending,[OPTIMA]Get the raw data that is entered into Optima for passenger load factors,CARGO-OPTIMA ACN,Application Tower,CARGO,Baja,4.28-[OPTIMA]-Data shared with the user. pending with user to advise 4.26-[OPTIMA]-Pending with AFLS to share the data 4.22-[OPTIMA]-have asked user the following : Could you please let us know if the raw data means the feed file which is shared by IB on daily batch or data from Optima Database ? 4.20-[OPTIMA]-Chaser sent to AFLS,Mantenimiento Cargo,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,15,SIN IDENTIFICAR (LHR/NewBusCntr/S122),
INC000001516468,IBERIA,IBERIA,16/04/2021 13:11,,Assigned,DAT002: Sesión bloqueada equipo UCA,ATO_PINPad,Application Tower,Aeropuertos,Media,,Mantenimiento Aeropuertos,INCIDENT,2021-04-20T00:00:00Z,ACCESS FAILURE,,15,SIN IDENTIFICAR,
INC000001516464,IBERIA,IBERIA,16/04/2021 13:01,,Assigned,Fallo en Iberia Now,AIRPORT2_GEO001_EXT,Application Tower,Aeropuertos,Baja,,Mantenimiento Aeropuertos,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,15,TERMINAL T4,ASIST.AVION_CYD_SPV. (AHMDR03S)
INC000001516457,IBERIA,IBERIA,16/04/2021 12:46,,Pending,Revisión antivirus: Mensaje erroneo,ANTIVIRUS,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,PERFORMANCE ISSUE,HANG,15,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MAINTROL (AMNLR00C)
INC000001516400,IBERIA,IBERIA,16/04/2021 11:09,,In Progress,PAYMENT | PNRs con error en payment que se emiten y no se Registran en GA,SERVICIOSRESIBER,Application Tower,PSS,Media,,Mantenimiento Pasaje,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,15,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001516337,IBERIA,IBERIA,16/04/2021 11:37,,Assigned,usuaria solicita contraseña para correo genérico,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,PASSWORD,15,SIN IDENTIFICAR,
INC000001516285,IBERIA,IBERIA,16/04/2021 09:12,,Assigned,[NDCSUPPORT] OrderCreate > Error de duplicidad de documento en RUC con ADT + INF informado sólo en A,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Media,https://transform.atlassian.net/browse/NDC-16035,MANTENIMIENTO IB.COM,INCIDENT,2021-04-19T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,15,SIN IDENTIFICAR,
INC000001516281,IBERIA,IBERIA,16/04/2021 09:02,,Pending,Error en la divisa configurada,ATO_PINPad,Application Tower,Aeropuertos,Media,,Mantenimiento Aeropuertos,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,15,SIN IDENTIFICAR,
INC000001516168,IBERIA,IBERIA,15/04/2021 19:55,,Assigned,[PDF007] nos están solicitando ayuda con el desbloqueo del PIN.,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,DATA ISSUE,,16,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001516127,IBERIA,IBERIA,15/04/2021 21:36,,In Progress,MFA Multifactor authentication - Ping ID: Desemparejamiento por pantalla rota,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,2021-04-17T00:00:00Z,SOFTWARE FAILURE,,16,EDIFICIO T.M.A. - ALMACENES,Conseguidor TMA (AMIRCM02)
INC000001516102,IBERIA,IBERIA,15/04/2021 17:44,,Assigned,"Error in PF, O",RESIBER GARANTIA CKI,Delivery,Delivery,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,,16,,
